,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,sqrt_MSRP,log_MSRP,sin_MSRP,cos_MSRP,Market Category Luxury,Market Category High Performance,Market Category Performance
1010,Porsche,968,1994,regular unleaded,236.0,4.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,24,15,1715,4191,64.73793323855806,8.340933226000878,0.11514414759315954,0.993348793362656,True,False,True
1011,Porsche,968,1994,regular unleaded,236.0,4.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,24,15,1715,4878,69.8426803609369,8.492695559815838,0.7792016275323345,-0.6267733431241003,True,False,True
1012,Porsche,968,1995,regular unleaded,236.0,4.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,24,15,1715,4723,68.72408602520662,8.460411177317253,-0.9269655876716151,-0.37514637046440585,True,False,True
1013,Porsche,968,1995,regular unleaded,236.0,4.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,24,15,1715,5576,74.67261881037788,8.626406276389554,0.3211656821894341,-0.947023022203682,True,False,True
1014,Audi,A3,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Diesel,Luxury",Compact,Sedan,43,31,3105,35150,187.48333259252675,10.467408346336265,0.9580734753342504,-0.28652262713606313,True,False,False
1015,Audi,A3,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Diesel,Luxury",Compact,Sedan,43,31,3105,32600,180.55470085267788,10.392098241730961,0.30216814397098263,-0.9532546421440241,True,False,False
1016,Audi,A3,2015,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,33,24,3105,33200,182.20867158288598,10.410335274932896,-0.34399019435602,0.9389732403998037,True,False,False
1017,Audi,A3,2015,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,35,24,3105,44050,209.88091861815357,10.693103332582247,-0.9874481466401375,0.15794352692325708,True,False,False
1018,Audi,A3,2015,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,33,23,3105,29900,172.91616465790582,10.305647203635566,-0.9941649817632418,-0.10787024165956564,True,False,False
1019,Audi,A3,2015,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,33,24,3105,41650,204.08331631958552,10.637080656910605,-0.9442803611723635,0.32914221774818075,True,False,False
1020,Audi,A3,2015,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,35,24,3105,38150,195.3202498462461,10.549307248688857,-0.9975781233397069,0.06955492674159423,True,False,False
1021,Audi,A3,2015,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,33,24,3105,35750,189.07670401189037,10.484333519758916,-0.9697971674753066,0.24391279990371964,True,False,False
1022,Audi,A3,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Diesel,Luxury",Compact,Sedan,43,31,3105,41050,202.6079958935481,10.622570475119794,0.9288159423825101,-0.37054142167386583,True,False,False
1023,Audi,A3,2015,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,32,23,3105,47050,216.91011963483862,10.758987398772785,0.9980552175914027,0.06233604606147037,True,False,False
1024,Audi,A3,2015,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,33,23,3105,38350,195.8315602756614,10.554535882074735,-0.5467498960790756,-0.8372959758278551,True,False,False
1025,Audi,A3,2015,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,35,24,3105,35600,188.67962264113208,10.480129006333248,-0.5037639399415281,0.8638413585922987,True,False,False
1026,Audi,A3,2015,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,32,23,3105,38600,196.468827043885,10.5610334618531,0.6808588743195438,-0.7324146320632349,True,False,False
1027,Audi,A3,2015,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,32,23,3105,41150,202.85462775100794,10.625003507146516,0.988564960541717,0.1507956192638014,True,False,False
1028,Audi,A3,2015,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,33,23,3105,32450,180.13883534651822,10.387486538298399,-0.47016795673956363,-0.8825769612081112,True,False,False
1029,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,33,24,3105,34200,184.9324200890693,10.440010162389305,0.5829648738386374,0.8124973574543499,True,False,False
1030,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,32,23,3105,39600,198.997487421324,10.586609649448985,-0.22271788961521047,-0.974882937405998,True,False,False
1031,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,33,24,3105,37700,194.164878389476,10.537441898283253,0.7759103731966827,0.6308431601957689,True,False,False
1032,Audi,A3,2016,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Diesel,Luxury",Compact,Sedan,43,31,3105,33200,182.20867158288598,10.410335274932896,-0.34399019435602,0.9389732403998037,True,False,False
1033,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,33,24,3105,43050,207.4849392124643,10.67014073838981,-0.6859204475647539,-0.7276765350157772,True,False,False
1034,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,35,24,3105,39300,198.2422760159901,10.579005242826247,-0.969723597478254,0.24420512790241164,True,False,False
1035,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,35,24,3105,36600,191.3112646970899,10.50783084142058,0.4309864464724591,0.902358400502285,True,False,False
1036,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,33,23,3105,39750,199.37402037376887,10.590390276998745,0.5411851696685945,-0.8409034499458155,True,False,False
1037,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,35,24,3105,45450,213.19005605327843,10.7243901015638,-0.5472545915994497,-0.8369661952392817,True,False,False
1038,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,32,23,3105,48450,220.11360703055138,10.788308256940795,0.3504919650192428,0.9365657384599064,True,False,False
1039,Audi,A3,2016,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Diesel,Luxury",Compact,Sedan,43,31,3105,36700,191.57244060668017,10.510559281627845,-0.08527554348770883,0.9963574065980921,True,False,False
1040,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,33,23,3105,34400,185.47236990991408,10.445840912706414,-0.4255384447621983,0.9049403472215003,True,False,False
1041,Audi,A3,2016,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Diesel,Luxury",Compact,Sedan,43,31,3105,35900,189.47295321496418,10.488520429241627,-0.852498963013576,-0.5227289145061498,True,False,False
1042,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,32,23,3105,43100,207.60539492026695,10.67130147767883,-0.47096590572954705,-0.8821514131034124,True,False,False
1043,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,33,24,3105,36900,192.09372712298546,10.515993929932415,-0.9116614240079945,0.41094214675026397,True,False,False
1044,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,33,23,3105,33600,183.3030277982336,10.422311107413181,-0.6182937188151718,-0.7859471211689151,True,False,False
1045,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,33,23,3105,30900,175.78395831246945,10.33854382482173,-0.6482932799851132,0.7613907164696346,True,False,False
1046,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,35,24,3105,40100,200.24984394500785,10.599156550639583,0.6528717965250781,0.7574684266041174,True,False,False
1047,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,32,23,3105,42300,205.66963801203133,10.652566005416872,0.9996693685733687,-0.02571290602250574,True,False,False
1048,Audi,A3,2016,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Diesel,Luxury",Compact,Sedan,43,31,3105,42050,205.0609665440988,10.646638446331167,0.21595353121939367,-0.9764036421244414,True,False,False
1049,Audi,A3,2017,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,35,26,3105,43150,207.72578077840987,10.672460871214069,-0.22301175164931014,-0.9748157562464337,True,False,False
1050,Audi,A3,2017,premium unleaded (recommended),186.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,35,26,3105,40150,200.37464909513878,10.600402625664993,0.43125843699171523,0.9022284414290335,True,False,False
1051,Audi,A3,2017,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,35,26,3105,37450,193.5200248036363,10.530788690858559,0.7992362887962147,-0.6010169337641443,True,False,False
1052,Audi,A3,2017,premium unleaded (recommended),186.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,34,25,3105,37600,193.90719429665316,10.534785924769006,0.9885194592635163,0.15109360892296375,True,False,False
1053,Audi,A3,2017,premium unleaded (recommended),186.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,35,26,3105,34450,185.60711193270586,10.44729330359671,-0.6480637342259127,0.7615861056907259,True,False,False
1054,Audi,A3,2017,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,34,25,3105,40300,200.7485989988473,10.604131561522696,-0.3434240370516129,0.9391804569810704,True,False,False
1055,Audi,A3,2017,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,34,25,3105,49250,221.92341021172146,10.804684950962628,0.6801962510376005,-0.7330300540048773,True,False,False
1056,Audi,A3,2017,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,34,25,3105,43550,208.68636754709206,10.681687944129537,0.946636855687036,0.32230213070186436,True,False,False
1057,Audi,A3,2017,premium unleaded (recommended),186.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,35,26,3105,31200,176.63521732655693,10.348205424565993,-0.7468797254482773,-0.6649591534179419,True,False,False
1058,Audi,A3,2017,premium unleaded (recommended),186.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,34,25,3105,40850,202.11382931407738,10.617686579792686,0.12891485742515818,-0.9916556658109967,True,False,False
1059,Audi,A3,2017,premium unleaded (recommended),186.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,34,25,3105,46550,215.75449010391418,10.748303764751594,-0.852971334109818,-0.521957759964269,True,False,False
1060,Audi,A3,2017,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,35,26,3105,34200,184.9324200890693,10.440010162389305,0.5829648738386374,0.8124973574543499,True,False,False
1061,Audi,A4 allroad,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Midsize,Wagon,28,23,3105,51400,226.71568097509268,10.847412906506923,-0.39180682971309283,-0.920047503224793,True,False,False
1062,Audi,A4 allroad,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Midsize,Wagon,28,23,3105,44000,209.76176963403032,10.691967639914864,-0.9114135066352592,0.4114917009160942,True,False,False
1063,Audi,A4 allroad,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Midsize,Wagon,28,23,3105,47000,216.79483388678798,10.757924157061597,0.9794447905008675,-0.2017124249041486,True,False,False
1064,Audi,A4,2015,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,3105,45000,212.13203435596427,10.714439990727769,-0.17230581739417536,0.9850435042637077,True,False,False
1065,Audi,A4,2015,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,3105,39700,199.24858845171275,10.589131655274922,0.3015933841952719,-0.9534366421580635,True,False,False
1066,Audi,A4,2015,premium unleaded (required),220.0,4.0,MANUAL,all wheel drive,4.0,Luxury,Midsize,Sedan,32,22,3105,43800,209.2844953645635,10.687411927154141,-0.08467483703159978,0.9964086370428912,True,False,False
1067,Audi,A4,2015,premium unleaded (required),220.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,32,24,3105,35500,188.41443681416771,10.477316144080852,0.003014430771135363,0.9999954565932417,True,False,False
1068,Audi,A4,2015,premium unleaded (required),220.0,4.0,MANUAL,all wheel drive,4.0,Luxury,Midsize,Sedan,32,22,3105,38500,196.21416870348583,10.55843949396453,0.2162478519674229,-0.976338499967852,True,False,False
1069,Audi,A4,2015,premium unleaded (required),220.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,32,24,3105,37600,193.90719429665316,10.534785924769006,0.9885194592635163,0.15109360892296375,True,False,False
1070,Audi,A4,2015,premium unleaded (required),220.0,4.0,MANUAL,all wheel drive,4.0,Luxury,Midsize,Sedan,32,22,3105,36400,190.78784028338913,10.502351525774941,0.9979984370934375,0.0632385923234864,True,False,False
1071,Audi,A4,2015,premium unleaded (required),220.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,32,24,3105,42900,207.12315177207978,10.666650414667744,-0.9998292294166629,-0.018480043400441907,True,False,False
1072,Audi,A4,2015,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,3105,37600,193.90719429665316,10.534785924769006,0.9885194592635163,0.15109360892296375,True,False,False
1073,Audi,A4,2016,premium unleaded (required),220.0,4.0,MANUAL,all wheel drive,4.0,Luxury,Midsize,Sedan,32,22,3105,37000,192.35384061671346,10.518700218288165,-0.994229834656976,-0.10727085288167627,True,False,False
1074,Audi,A4,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,3105,38000,194.93588689617928,10.545367754151743,-0.647834129578325,0.7617814257078562,True,False,False
1075,Audi,A4,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,3105,38000,194.93588689617928,10.545367754151743,-0.647834129578325,0.7617814257078562,True,False,False
1076,Audi,A4,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,3105,35900,189.47295321496418,10.488520429241627,-0.852498963013576,-0.5227289145061498,True,False,False
1077,Audi,A4,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,3105,40100,200.24984394500785,10.599156550639583,0.6528717965250781,0.7574684266041174,True,False,False
1078,Audi,A4,2016,premium unleaded (required),220.0,4.0,MANUAL,all wheel drive,4.0,Luxury,Midsize,Sedan,32,22,3105,39100,197.73719933285187,10.573903321093981,-0.2591737066918863,0.9658307252099553,True,False,False
1079,Audi,A4,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,33,25,3105,37300,193.13207915827965,10.526775414924009,0.12921377975155698,-0.9916167602064399,True,False,True
1080,Audi,A4,2017,premium unleaded (recommended),190.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,37,27,3105,34900,186.81541692269406,10.460270761075149,-0.04719373470871946,-0.9988857549310847,True,False,False
1081,Audi,A4,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,24,3105,48000,219.08902300206645,10.778977123006351,0.3840273793352805,-0.9233217055397737,True,False,True
1082,Audi,A4,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,24,3105,43200,207.84609690826528,10.673618922112436,0.040568377137338435,-0.9991767645299017,True,False,True
1083,Audi,A4,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,33,25,3105,41100,202.73134932713293,10.623787731088578,0.9934965824239367,-0.11386193706396391,True,False,True
1084,Audi,A4,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,33,25,3105,45900,214.2428528562855,10.734242182303689,0.971464941829636,0.23718319248197545,True,False,True
1085,Audi,A4,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,24,3105,39400,198.4943324127921,10.5815464756746,-0.9598680451607993,-0.2804520206366605,True,False,True
1086,Audi,A4,2017,premium unleaded (recommended),190.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,37,27,3105,38700,196.72315572906,10.563620718477313,0.9579870614131589,-0.28681141916768316,True,False,False
1087,Audi,A4,2017,premium unleaded (recommended),190.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,37,27,3105,37850,194.5507645834372,10.54141267859585,0.09158104819598699,0.9957976258313355,True,False,False
1088,Audi,A4,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,24,3105,42350,205.79115627256678,10.653747312552309,0.97139340035342,0.2374760235262082,True,False,True
1089,Audi,A5,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Coupe,31,22,3105,43800,209.2844953645635,10.687411927154141,-0.08467483703159978,0.9964086370428912,True,False,False
1090,Audi,A5,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Coupe,31,22,3105,41500,203.71548787463362,10.633472802314019,-0.424992790627422,0.9051967343703335,True,False,False
1091,Audi,A5,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Convertible,29,21,3105,47900,218.8606862823929,10.776891660007811,-0.13638433070020975,-0.9906560020206084,True,False,False
1092,Audi,A5,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Convertible,29,21,3105,50200,224.0535650240808,10.823790225800138,-0.47149765778402336,-0.8818673135478943,True,False,False
1093,Audi,A5,2016,premium unleaded (required),220.0,4.0,MANUAL,all wheel drive,2.0,Luxury,Midsize,Coupe,32,22,3105,40500,201.24611797498108,10.609081944147828,-0.9874957128304683,0.1576458598931328,True,False,False
1094,Audi,A5,2016,premium unleaded (required),220.0,4.0,MANUAL,all wheel drive,2.0,Luxury,Midsize,Coupe,32,22,3105,42800,206.881608655772,10.664316745782925,-0.8715292726150417,0.49034347856894805,True,False,False
1095,Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4.0,MANUAL,all wheel drive,2.0,"Flex Fuel,Luxury",Midsize,Coupe,32,23,3105,41200,202.9778313018444,10.626217806887722,0.9143666253368702,0.4048872367339624,True,False,False
1096,Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4.0,AUTOMATIC,all wheel drive,2.0,"Flex Fuel,Luxury",Midsize,Convertible,21,15,3105,48600,220.45407685048602,10.791399385808587,-0.42444698201932396,0.9054527925047708,True,False,False
1097,Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4.0,AUTOMATIC,all wheel drive,2.0,"Flex Fuel,Luxury",Midsize,Coupe,22,15,3105,42200,205.42638584174136,10.650199196425806,0.8490136304258473,-0.528370944840008,True,False,False
1098,Audi,A6,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,24,3105,58700,242.28082879171436,10.980212041446208,0.6121149064269796,-0.7907688292604167,True,False,False
1099,Audi,A6,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,29,20,3105,50450,224.61077445216202,10.82875784719086,0.7422515158209495,-0.670121397406099,True,False,False
1100,Audi,A6,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,33,25,3105,44800,211.66010488516724,10.709985739582528,0.7762905593452478,0.6303752592475709,True,False,False
1101,Audi,A6,2015,premium unleaded (required),310.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,18,3105,60100,245.15301344262525,11.003781759319981,0.9717502249168738,0.23601165304705862,True,False,False
1102,Audi,A6,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,33,25,3105,48350,219.88633427296023,10.786242183190828,0.7764805466179729,0.6301412228412404,True,False,False
1103,Audi,A6,2015,premium unleaded (required),310.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,18,3105,56300,237.27621035409345,10.938467575959383,0.4635034907746649,-0.886095093113431,True,False,False
1104,Audi,A6,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,29,20,3105,46900,216.56407827707716,10.75579427616868,0.7424534858563616,-0.6698976200433447,True,False,False
1105,Audi,A6,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,24,3105,62500,250.0,11.042937835596494,0.915097433210867,0.4032327959515232,True,False,False
1106,Audi,A6,2016,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,32,22,3105,52100,228.25424421026653,10.860939421415225,-0.1717119161264821,0.9851472061880763,True,False,False
1107,Audi,A6,2016,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,35,24,3105,49900,223.38307903688676,10.817796321618971,-0.8712334925026006,0.49086882315107466,True,False,False
1108,Audi,A6,2016,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,35,24,3105,46200,214.94185260204677,10.740756721857226,-0.2585913727724517,0.9659868021498321,True,False,False
1109,Audi,A6,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,25,3105,59500,243.92621835300935,10.993748398115178,-0.9812288629195856,-0.19284687856830132,True,False,False
1110,Audi,A6,2016,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,30,20,3105,61600,248.19347291981714,11.028433383156079,-0.34172481700996143,0.9398000582248909,True,False,True
1111,Audi,A6,2016,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,30,20,3105,57400,239.5829710142188,10.957817003758691,0.03936356643974867,-0.9992249544707855,True,False,True
1112,Audi,A6,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,25,3105,63700,252.38858928247924,11.06195554002416,0.8759279011087253,0.4824420297395979,True,False,False
1113,Audi,A6,2016,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,32,22,3105,48400,220.0,10.78727575364831,0.5839441381155454,0.8117938430171129,True,False,False
1114,Audi,A6,2017,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,3105,53800,231.94827009486403,10.893047333337728,-0.22389321605674448,-0.9746136813136618,True,False,False
1115,Audi,A6,2017,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,22,3105,61600,248.19347291981714,11.028433383156079,-0.34172481700996143,0.9398000582248909,True,False,True
1116,Audi,A6,2017,premium unleaded (required),340.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,22,3105,67600,260.0,11.121378054821049,-0.7108598183143824,0.7033337178793886,True,False,True
1117,Audi,A6,2017,premium unleaded (required),333.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,21,3105,58600,242.0743687382041,10.978507040265917,0.12742007062252994,-0.9918488421138322,True,False,True
1118,Audi,A6,2017,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,32,22,3105,49800,223.15913604421397,10.815790343132422,-0.5027219764184162,0.8644481560081908,True,False,False
1120,Audi,A6,2017,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,34,24,3105,47600,218.1742422927143,10.7706090484022,-0.9874004907221676,0.15824117960133685,True,False,False
1121,Audi,A7,2015,premium unleaded (required),310.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,3105,65900,256.7099530598687,11.095908894882296,0.9280319939589424,-0.37250049421254394,True,False,True
1122,Audi,A7,2015,premium unleaded (required),310.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,3105,69750,264.10225292488514,11.152687036498403,0.3521853209356243,0.9359302857144176,True,False,True
1123,Audi,A7,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,38,24,3105,68300,261.3426869074396,11.131679686740132,0.9790783592563567,-0.2034835778039119,True,False,False
1124,Audi,A7,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,38,24,3105,72150,268.6075203712659,11.186516424119828,0.18209598538055374,0.9832807595535902,True,False,False
1125,Audi,A7,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,38,25,3105,70400,265.329983228432,11.161962746590705,-0.050204592244899274,-0.9987389543406843,True,False,False
